"nombre";"ultimoClub";"nuevoClub";"coste";"mercado";"IDF";"ID"
"Andreas Poulsen";"Midtjylland";"Bor. M'gladbach";4500000;"VERANO";376;236875
"David Button";"FC Fulham";"Brighton";4500000;"VERANO";377;173533
"Silvan Widmer";"Udinese Calcio";"FC Basel";4500000;"VERANO";378;216158
"Mattias Svanberg";"Malmö FF";"FC Bologna";4500000;"VERANO";379;228946
"Chancel Mbemba";"Newcastle Utd.";"FC Porto";4500000;"VERANO";380;210897
"Krzysztof Piatek";"Cracovia Kraków";"Genoa CFC";4500000;"VERANO";381;223113
"Genki Haraguchi";"Hertha Berlin";"Hannover 96";4500000;"VERANO";382;217648
"Roland Sallai";"APOEL FC";"SC Freiburg";4500000;"VERANO";383;234171
"John Egan";"Brentford";"Sheffield Utd.";4500000;"VERANO";384;204936
"Abdoulay Diaby";"Club Brugge";"Sporting CP";4500000;"VERANO";385;202330
"Bruno Gaspar";"Fiorentina";"Sporting CP";4500000;"VERANO";386;225402
"Yuya Osako";"1.FC Köln";"Werder Bremen";4500000;"VERANO";387;191565
"Kyle Bartley";"Swansea City";"West Brom";4500000;"VERANO";388;186158
"Elmir Nabiullin";"Rubin Kazan";"Zenit S-Pb";4500000;"INVIERNO";389;222265
"Carlos Sánchez";"Fiorentina";"West Ham Utd.";4450000;"VERANO";390;182882
"Lucas Pérez";"FC Arsenal";"West Ham Utd.";4400000;"VERANO";391;199354
"Pierluigi Gollini";"Aston Villa";"Atalanta";4300000;"VERANO";392;211515
"Iván Marcone";"Lanús";"CD Cruz Azul";4280000;"VERANO";393;215057
"Ayrton Preciado";"CS Emelec";"Santos Laguna";4250000;"VERANO";394;241412
"Dimitri Oberlin";"RB Salzburg";"FC Basel";4100000;"VERANO";396;223151
"Jeremain Lens";"AFC Sunderland";"Besiktas";4090000;"VERANO";397;178416
"Dominick Drexler";"Midtjylland";"1.FC Köln";4000000;"VERANO";398;198617
"Nicolás Tagliafico";"Independiente";"AFC Ajax";4000000;"INVIERNO";399;211256
"John Guidetti";"Celta de Vigo";"Alavés";4000000;"VERANO";400;199602
"Antonio Mirante";"FC Bologna";"AS Roma";4000000;"VERANO";402;140293
"Arkadiusz Reca";"Wis?a P?ock";"Atalanta";4000000;"VERANO";403;234760
"Adam Webster";"Ipswich";"Bristol City";4000000;"VERANO";404;207616
"Greg Cunningham";"Preston NE";"Cardiff";4000000;"VERANO";405;198190
"Alex Smithies";"QPR";"Cardiff";4000000;"VERANO";406;184436
"Arnór Sigurdsson";"Norrköping";"CSKA Moscú";4000000;"VERANO";407;238196
"Ivan Oblyakov";"Ufa";"CSKA Moscú";4000000;"VERANO";408;234857
"Benjamin Verbic";"FC Copenhague";"Dynamo Kyiv";4000000;"INVIERNO";409;225997
"Mikkel Duelund";"Midtjylland";"Dynamo Kyiv";4000000;"VERANO";410;225931
"Maxime Le Marchand";"OGC Nice";"FC Fulham";4000000;"VERANO";411;192725
"Lucas Evangelista";"Udinese Calcio";"FC Nantes";4000000;"VERANO";412;215559
"João Pedro";"Palmeiras";"FC Porto";4000000;"VERANO";413;240290
"Bryan Dabo";"St-Étienne";"Fiorentina";4000000;"INVIERNO";416;199170
"Emre Akbaba";"Alanyaspor";"Galatasaray";4000000;"VERANO";417;230685
"Iván Alejo";"SD Eibar";"Getafe CF";4000000;"VERANO";418;231280
"Ezequiel Cerutti";"San Lorenzo";"Hilal";4000000;"INVIERNO";419;219525
"Jonny Evans";"West Brom";"Leicester City";4000000;"VERANO";420;169588
"Jack Harrison";"NYCFC";"Manchester City";4000000;"INVIERNO";421;232080
"Fabian Schär";"RC Deportivo";"Newcastle Utd.";4000000;"VERANO";422;210047
"Martin Dubravka";"Sparta Praha";"Newcastle Utd.";4000000;"VERANO";423;220407
"Lebo Mothiba";"LOSC Lille";"R. Strasbourg";4000000;"VERANO";425;237631
"Matz Sels";"Newcastle Utd.";"R. Strasbourg";4000000;"VERANO";426;199641
"Ghislain Konan";"Vit. Guimarães";"Reims";4000000;"VERANO";428;235634
"Clément Grenier";"Guingamp";"Rennes";4000000;"VERANO";429;187924
"Saman Ghoddos";"Östersund";"SC Amiens";4000000;"VERANO";430;231949
"Sergio Álvarez";"Sporting";"SD Eibar";4000000;"VERANO";431;199158
"Alberto Paloschi";"Atalanta";"SPAL";4000000;"VERANO";432;186961
"Baptiste Reynet";"Dijon";"Toulouse";4000000;"VERANO";434;204240
"Daniel Didavi";"VfL Wolfsburg";"VfB Stuttgart";4000000;"VERANO";435;193886
"Miguel Layún";"FC Porto";"Villarreal CF";4000000;"VERANO";436;178322
"Léo Bonatini";"Hilal";"Wolverhampton";4000000;"VERANO";438;220685
"Joe Hart";"Manchester City";"FC Burnley";3900000;"VERANO";439;150724
"Sam Baldock";"Brighton";"Reading";3900000;"VERANO";440;173859
"Jeremie Boga";"Chelsea U23";"Sassuolo";3900000;"VERANO";441;224422
"Pontus Dahlberg";"IFK Göteborg";"Watford";3900000;"INVIERNO";442;233763
"Juan Musso";"Racing Club";"Udinese Calcio";3850000;"VERANO";443;214979
"Nicolae Stanciu";"RSC Anderlecht";"Sparta Praha";3750000;"INVIERNO";445;212207
"Kenny Saief";"KAA Gent";"RSC Anderlecht";3700000;"VERANO";446;224813
"Johnathan";"Suwon Bluewings";"TJ Teda";3700000;"INVIERNO";447;192270
"Louis Schaub";"Rapid Viena";"1.FC Köln";3500000;"VERANO";449;210489
"Jean-Paul Boëtius";"Feyenoord";"1.FSV Mainz 05";3500000;"VERANO";450;205402
"Germán Conti";"Colón";"Benfica";3500000;"VERANO";451;221219
"Matej Mitrovic";"Besiktas";"Club Brugge";3500000;"VERANO";452;237209
"Lucas Torró";"Real Madrid";"E. de Francfort";3500000;"VERANO";453;208137
"Felipe Avenatti";"Luqueño";"FC Bologna";3500000;"VERANO";454;219988
"Christian Nörgaard";"Brøndby IF";"Fiorentina";3500000;"VERANO";455;210697
"Andrew Gravillon";"Benevento";"Pescara";3500000;"INVIERNO";458;239550
"Thomas Foket";"KAA Gent";"Reims";3500000;"VERANO";459;208509
"Nicolas N'Koulou";"Olymp. Lyonnais";"Torino";3500000;"VERANO";461;188829
"Joshua Brenet";"PSV Eindhoven";"TSG Hoffenheim";3500000;"VERANO";462;209818
"Lukasz Teodorczyk";"RSC Anderlecht";"Udinese Calcio";3500000;"VERANO";463;201013
"Jack Marriott";"Peterborough";"Derby";3400000;"VERANO";465;214876
"Cyrus Christie";"Middlesbrough";"FC Fulham";3400000;"INVIERNO";466;200778
"Silvio Romero";"América";"Independiente";3400000;"INVIERNO";468;214781
"Fernando Gaibor";"CS Emelec";"Independiente";3400000;"INVIERNO";469;233529
"Barry Douglas";"Wolverhampton";"Leeds";3400000;"VERANO";470;200443
"Connor Goldson";"Brighton";"Rangers FC";3400000;"VERANO";471;199580
"Bersant Celina";"Manchester City";"Swansea City";3400000;"VERANO";472;220198
"Andrés Ibargüen";"Racing Club";"América";3300000;"INVIERNO";474;225356
"Dan Burn";"Wigan";"Brighton";3300000;"VERANO";475;198032
"Federico Viviani";"Hellas Verona";"SPAL";3300000;"VERANO";476;202828
"William Troost-Ekong";"Bursaspor";"Udinese Calcio";3300000;"VERANO";477;213414
"Magomed Ozdoev";"Rubin Kazan";"Zenit S-Pb";3300000;"INVIERNO";479;200094
"Bruno Zuculini";"Hellas Verona";"River Plate";3250000;"INVIERNO";481;203864
"Percy Tau";"Sundowns";"Brighton";3200000;"VERANO";482;225144
"Damir Ceter";"Quindío";"Cagliari";3200000;"INVIERNO";483;236849
"Steven Skrzybski";"Union Berlin";"FC Schalke 04";3200000;"VERANO";484;200473
"Ognjen Vranjes";"AEK Atenas";"RSC Anderlecht";3200000;"VERANO";485;203624
"Peter Olayinka";"KAA Gent";"Slavia Praha";3200000;"VERANO";486;224739
"Franco Armani";"Atl. Nacional";"River Plate";3150000;"INVIERNO";487;214584
"John McGinn";"Hibernian FC";"Aston Villa";3100000;"VERANO";488;210881
"Florian Jozefzoon";"Brentford";"Derby";3100000;"VERANO";489;200113
"Vincent Koziello";"OGC Nice";"1.FC Köln";3000000;"INVIERNO";490;225199
"Simon Terodde";"VfB Stuttgart";"1.FC Köln";3000000;"INVIERNO";491;183714
"Örjan Nyland";"FC Ingolstadt";"Aston Villa";3000000;"VERANO";495;185427
"Ander Capa";"SD Eibar";"Athletic";3000000;"VERANO";496;216189
"Andrés Tello";"Juventus";"Benevento";3000000;"VERANO";497;222573
"Luca Antei";"Sassuolo";"Benevento";3000000;"VERANO";498;205529
"Vágner Love";"Alanyaspor";"Besiktas";3000000;"INVIERNO";499;137809
"Bruno Viana";"Olympiacos FC";"Braga";3000000;"VERANO";501;234226
"Federico Barba";"Sporting";"Chievo Verona";3000000;"VERANO";502;211557
"Siebe Schrijvers";"KRC Genk";"Club Brugge";3000000;"VERANO";504;209780
"Sebá";"Olympiacos FC";"CQ Dangdai Lif.";3000000;"VERANO";505;199412
"Goncalo Paciencia";"FC Porto";"E. de Francfort";3000000;"VERANO";506;216452
"Fredrik Jensen";"FC Twente";"FC Augsburg";3000000;"VERANO";507;234889
"André Hahn";"Hamburgo";"FC Augsburg";3000000;"VERANO";508;211862
"Jamiro Monteiro";"Heracles Almelo";"FC Metz";3000000;"VERANO";509;231150
"Ewerton";"Portimonense";"FC Porto";3000000;"VERANO";511;207943
"Saidy Janko";"St-Étienne";"FC Porto";3000000;"VERANO";512;220172
"Federico Ceccherini";"Crotone";"Fiorentina";3000000;"VERANO";513;210964
"Robert Piris";"San Lorenzo";"Flamengo";3000000;"VERANO";514;234037
"David Soria";"Sevilla FC";"Getafe CF";3000000;"VERANO";515;223952
"Arnaud Souquet";"OGC Nice";"KAA Gent";3000000;"VERANO";517;193470
"Giorgi Kvilitaia";"Rapid Viena";"KAA Gent";3000000;"VERANO";518;235812
"Samuel Grandsir";"Troyes";"Monaco";3000000;"VERANO";521;233550
"Gaëtan Laborde";"G. Bordeaux";"Montpellier";3000000;"VERANO";522;209519
"Denis Bouanga";"FC Lorient";"Nîmes Olympique";3000000;"VERANO";523;225951
"Youcef Atal";"KV Kortrijk";"OGC Nice";3000000;"VERANO";525;240754
"Stefan Mitrovic";"KAA Gent";"R. Strasbourg";3000000;"VERANO";526;209547
"Hyun-jun Suk";"Troyes";"Reims";3000000;"VERANO";528;195912
"Elias Cobbaut";"KV Mechelen";"RSC Anderlecht";3000000;"VERANO";529;232526
"Ivan Santini";"SM Caen";"RSC Anderlecht";3000000;"VERANO";530;208017
"Dominique Heintz";"1.FC Köln";"SC Freiburg";3000000;"VERANO";531;206198
"Olarenwaju Kayode";"Manchester City";"Shakhtar D.";3000000;"VERANO";532;211048
"Enzo Crivelli";"SCO Angers";"SM Caen";3000000;"VERANO";533;221740
"Seydou Doumbia";"AS Roma";"Sporting CP";3000000;"INVIERNO";534;188428
"Samuel Bastien";"Chievo Verona";"Standard Lieja";3000000;"VERANO";535;223926
"Mario Gómez";"VfL Wolfsburg";"VfB Stuttgart";3000000;"INVIERNO";536;150418
"Felix Klaus";"Hannover 96";"VfL Wolfsburg";3000000;"VERANO";537;202088
"Felix Beijmo";"Djurgarden";"Werder Bremen";3000000;"VERANO";538;238222
"Ezri Konsa";"Charlton";"Brentford";2850000;"VERANO";540;227678
"Tyler Roberts";"West Brom U23";"Leeds";2850000;"INVIERNO";541;228815
"Michael Lang";"FC Basel";"Bor. M'gladbach";2800000;"VERANO";542;184501
"Hördur Magnússon";"Bristol City";"CSKA Moscú";2800000;"VERANO";543;208522
"Frederik Rönnow";"Brøndby IF";"E. de Francfort";2800000;"VERANO";544;201269
"Marcelo Díaz";"UNAM Pumas";"Racing Club";2800000;"VERANO";545;176930
"Ben Foster";"West Brom";"Watford";2800000;"VERANO";546;163155
"Jaroslaw Jach";"Zag??bie";"Crystal Palace";2750000;"INVIERNO";547;223306
"Ryan Thomas";"PEC Zwolle";"PSV Eindhoven";2750000;"VERANO";548;220763
"Viktor Fischer";"1.FSV Mainz 05";"FC Copenhague";2700000;"INVIERNO";551;203965
"Ahmed El Shenawy";"Zamalek";"Pyramids FC";2650000;"VERANO";552;203766
"Alexandru Baluta";"CS U Craiova";"Slavia Praha";2650000;"VERANO";553;239117
"Michael Frey";"FC Zürich";"Fenerbahce";2640000;"VERANO";554;208159
"Florent Mollet";"FC Metz";"Montpellier";2600000;"VERANO";557;209288
"Miler Bolaños";"Grêmio";"Club Tijuana";2570000;"VERANO";558;207653
"Fernandão";"Fenerbahce";"Al-Wahda";2550000;"VERANO";560;190024
"Zhipeng Jiang";"GZ R&F";"HB CFFC";2550000;"INVIERNO";562;222273
"Brian Fernández";"Racing Club";"Necaxa";2530000;"VERANO";563;223245
"Kristian Pedersen";"Union Berlin";"Birmingham";2500000;"VERANO";564;234832
"Carlos Fierro";"Chivas";"CD Cruz Azul";2500000;"INVIERNO";565;192110
"Mariusz Stepinski";"FC Nantes";"Chievo Verona";2500000;"VERANO";566;208306
"Nenad Tomovi?";"Fiorentina";"Chievo Verona";2500000;"VERANO";567;194203
"Sofyan Amrabat";"Feyenoord";"Club Brugge";2500000;"VERANO";568;224158
"Harun Tekin";"Bursaspor";"Fenerbahce";2500000;"VERANO";572;199417
"Yuto Nagatomo";"Inter de Milán";"Galatasaray";2500000;"VERANO";573;194359
"Vitorino Antunes";"Dynamo Kyiv";"Getafe CF";2500000;"VERANO";574;178424
"Jonas Lössl";"1.FSV Mainz 05";"Huddersfield";2500000;"VERANO";578;172553
"Juninho Bacuna";"FC Groningen";"Huddersfield";2500000;"VERANO";579;226677
"Mattia Sprocati";"Salernitana";"Lazio";2500000;"VERANO";583;223332
"Philippe Sandler";"PEC Zwolle";"Manchester City";2500000;"VERANO";586;234679
"Onel Hernández";"E. Braunschweig";"Norwich";2500000;"INVIERNO";588;202017
"Guilherme";"RC Deportivo";"Olympiacos FC";2500000;"VERANO";589;200438
"Gaël Kakuta";"HB CFFC";"Rayo Vallecano";2500000;"VERANO";590;186197
"Vidar Örn Kjartansson";"M. Tel Aviv";"Rostov";2500000;"VERANO";591;221553
"Ryota Morioka";"Waasl.-Beveren";"RSC Anderlecht";2500000;"INVIERNO";592;232294
"Serdar Gürler";"Osmanlispor";"SD Huesca";2500000;"VERANO";593;196318
"Yacine Bammou";"FC Nantes";"SM Caen";2500000;"VERANO";595;223875
"Simone Missiroli";"Sassuolo";"SPAL";2500000;"VERANO";596;176553
"Uros Djurdjevic";"Olympiacos FC";"Sporting";2500000;"VERANO";597;221430
"Lumor";"Portimonense";"Sporting CP";2500000;"INVIERNO";598;237456
"Mehdi Carcela-González";"Granada CF";"Standard Lieja";2500000;"VERANO";599;184089
"Gojko Cimirot";"PAOK";"Standard Lieja";2500000;"INVIERNO";600;230850
"Mathieu Dossevi";"FC Metz";"Toulouse";2500000;"VERANO";601;183820
"Quenten Martinus";"Yokohama F. M.";"Urawa Reds";2500000;"INVIERNO";602;203588
"Odysseas Vlachodimos";"Panathinaikos";"Benfica";2430000;"VERANO";605;211990
"Lucas Galvão";"Rapid Viena";"FC Ingolstadt";2400000;"VERANO";606;230981
"Saúl Salcedo";"Olimpia";"Huracán";2400000;"VERANO";607;228730
"Jonathan Menéndez";"CA Talleres";"Independiente";2400000;"INVIERNO";608;235047
"Luis Pedro Cavanda";"Galatasaray";"Standard Lieja";2400000;"VERANO";609;200434
"Björn Johnsen";"ADO Den Haag";"AZ Alkmaar";2300000;"VERANO";611;235320
"Emmanuel Más";"Trabzonspor";"Boca Juniors";2300000;"INVIERNO";613;214955
"Mauro Zárate";"Watford";"Boca Juniors";2300000;"VERANO";614;153177
"Sandro";"Benevento";"Genoa CFC";2300000;"VERANO";615;190782
"Tobias Figueiredo";"Sporting CP";"Nottm Forest";2300000;"VERANO";616;212231
"Léo Jabá";"Akhmat Grozny";"PAOK";2300000;"VERANO";617;239953
"Alessio Da Cruz";"Novara";"Parma";2300000;"INVIERNO";618;230557
"Joel Asoro";"AFC Sunderland";"Swansea City";2300000;"VERANO";619;235855
"Lasse Vibe";"Brentford";"CC Yatai";2270000;"INVIERNO";622;184218
"Fabián Castillo";"Trabzonspor";"Club Tijuana";2260000;"VERANO";623;202858
"Andreas Weimann";"Derby";"Bristol City";2250000;"VERANO";625;194017
"Mehdi Bourabia";"Konyaspor";"Sassuolo";2250000;"VERANO";626;198220
"Ken Sema";"Östersund";"Watford";2250000;"VERANO";627;213750
"Martin Harnik";"Hannover 96";"Werder Bremen";2250000;"VERANO";628;177666
"Rúben Vinagre";"Monaco";"Wolverhampton";2250000;"VERANO";629;235172
"Thomas Didillon";"FC Metz";"RSC Anderlecht";2200000;"VERANO";632;219793
"Albin Ekdal";"Hamburgo";"UC Sampdoria";2200000;"VERANO";634;181318
"Josh Windass";"Rangers FC";"Wigan";2200000;"VERANO";636;219216
"Moussa Koné";"FC Zürich";"Dynamo Dresden";2160000;"INVIERNO";637;231344
"Mauro Arambarri";"Boston River";"Getafe CF";2150000;"VERANO";638;232665
"Ali Gabr";"Zamalek";"Pyramids FC";2150000;"VERANO";640;226077
"Juan Ferney Otero";"Estudiantes";"SC Amiens";2140000;"VERANO";641;224428
"Yairo Moreno";"Indep. Medellín";"León";2120000;"VERANO";642;221737
"Aldo Kalulu";"Olymp. Lyonnais";"FC Basel";2100000;"VERANO";645;230079
"Tino Kadewere";"Djurgarden";"AC Le Havre";2000000;"VERANO";650;230717
"Nicolas Kühn";"RB Leipzig U19";"Ajax B";2000000;"INVIERNO";653;239977
"Oussama Idrissi";"FC Groningen";"AZ Alkmaar";2000000;"INVIERNO";654;228747
"Milos Jojic";"1.FC Köln";"Basaksehir";2000000;"VERANO";655;221838
"Alfa Semedo";"Moreirense";"Benfica";2000000;"VERANO";656;239641
"Julian Jeanvier";"Reims";"Brentford";2000000;"VERANO";657;209840
"Joel Obi";"Torino";"Chievo Verona";2000000;"VERANO";659;193337
"Krépin Diatta";"Sarpsborg 08";"Club Brugge";2000000;"INVIERNO";660;238227
"Ante Budimir";"UC Sampdoria";"Crotone";2000000;"VERANO";661;188335
"Naïm Sliti";"LOSC Lille";"Dijon";2000000;"VERANO";662;205257
"Ante Rebic";"Fiorentina";"E. de Francfort";2000000;"VERANO";663;220018
"Marvin Ducksch";"FC St. Pauli";"F. Düsseldorf";2000000;"VERANO";664;197031
"Yoane Wissa";"SCO Angers";"FC Lorient";2000000;"INVIERNO";665;234824
"Fábio";"Middlesbrough";"FC Nantes";2000000;"VERANO";666;189680
"Ianis Hagi";"Fiorentina";"FC Viitorul";2000000;"INVIERNO";667;226568
"Cristiano Biraghi";"Pescara";"Fiorentina";2000000;"VERANO";668;201389
"Lukas Klünter";"1.FC Köln";"Hertha Berlin";2000000;"VERANO";669;229487
"Pascal Köpke";"Erzgebirge Aue";"Hertha Berlin";2000000;"VERANO";670;229271
"Braian Romero";"Argentinos";"Independiente";2000000;"INVIERNO";671;227528
"Leonardo Mancuso";"Pescara";"Juventus";2000000;"INVIERNO";672;224508
"Stephy Mavididi";"Arsenal U23";"Juventus U23";2000000;"VERANO";673;225783
"Vadis Odjidja-Ofoe";"Olympiacos FC";"KAA Gent";2000000;"VERANO";674;175895
"Trezeguet";"RSC Anderlecht";"Kasimpasa";2000000;"VERANO";676;226078
"Dmitri Stotskiy";"Ufa";"Krasnodar";2000000;"VERANO";677;227690
"Jakub Piotrowski";"Pogon Szczecin";"KRC Genk";2000000;"VERANO";679;229973
"Fousseni Diabaté";"G. Ajaccio";"Leicester City";2000000;"INVIERNO";680;236944
"Erick Cabaco";"Nacional";"Levante UD";2000000;"VERANO";681;236331
"Junior Sambia";"FC Niort";"Montpellier";2000000;"VERANO";683;223570
"Ihsan Sacko";"R. Strasbourg";"OGC Nice";2000000;"INVIERNO";685;235554
"Fabio Ceravolo";"Benevento";"Parma";2000000;"VERANO";686;173162
"Jacopo Dezi";"SSC Napoli";"Parma";2000000;"VERANO";687;206042
"Nicola Leali";"Juventus";"Perugia";2000000;"VERANO";688;201299
"Okechukwu Azubuike";"Y. Malatyaspor";"Pyramids FC";2000000;"VERANO";689;239049
"Ludovic Ajorque";"Clermont Foot";"R. Strasbourg";2000000;"VERANO";690;219733
"Ibrahima Sissoko";"Stade Brestois";"R. Strasbourg";2000000;"VERANO";691;231089
"Jérôme Onguéné";"VfB Stuttgart";"RB Salzburg";2000000;"VERANO";693;221323
"Romain Del Castillo";"Olymp. Lyonnais";"Rennes";2000000;"VERANO";694;231612
"Björn Sigurdarson";"Molde FK";"Rostov";2000000;"INVIERNO";695;190461
"Pavel Mogilevets";"Rostov";"Rubin Kazan";2000000;"INVIERNO";696;211088
"Dória";"Marseille";"Santos Laguna";2000000;"VERANO";697;209329
"Philipp Lienhart";"Real Madrid";"SC Freiburg";2000000;"VERANO";698;231366
"Pablo de Blasis";"1.FSV Mainz 05";"SD Eibar";2000000;"VERANO";699;210950
"Fabián Orellana";"Valencia CF";"SD Eibar";2000000;"VERANO";700;192492
"Casimir Ninga";"Montpellier";"SM Caen";2000000;"VERANO";702;231041
"Bartosz Salamon";"Cagliari";"SPAL";2000000;"VERANO";703;189558
"Mattia Vitale";"Juventus";"SPAL";2000000;"INVIERNO";704;225101
"Emiliano Viviano";"UC Sampdoria";"Sporting CP";2000000;"VERANO";705;168354
"Max Gradel";"Bournemouth";"Toulouse";2000000;"VERANO";706;182945
"Alejandro Arribas";"RC Deportivo";"UNAM Pumas";2000000;"INVIERNO";708;197890
"Marc Navarro";"Espanyol";"Watford";2000000;"VERANO";710;231600
"Rafa Mir";"V. Mestalla";"Wolverhampton";2000000;"INVIERNO";711;231628
"Adam Armstrong";"Newcastle Utd.";"Blackburn";1900000;"VERANO";712;221841
"Cyle Larin";"Orlando City SC";"Besiktas";1850000;"INVIERNO";714;226777
"Sebastián Villa";"Deportes Tolima";"Boca Juniors";1820000;"VERANO";715;233959
"Niklas Hauptmann";"Dynamo Dresden";"1.FC Köln";1800000;"VERANO";716;234385
"Rafael Czichos";"Holstein Kiel";"1.FC Köln";1800000;"VERANO";717;211826
"Marko Livaja";"UD Las Palmas";"AEK Atenas";1800000;"VERANO";718;205855
"Raúl Bobadilla";"Bor. M'gladbach";"Argentinos";1800000;"VERANO";719;183249
"Simone Ganz";"Pescara";"Ascoli";1800000;"INVIERNO";720;206210
"Albert Gudmundsson";"PSV Eindhoven";"AZ Alkmaar";1800000;"VERANO";721;238004
"Kayden Jackson";"Accrington St.";"Ipswich";1800000;"VERANO";723;216227
"Zinho Gano";"KV Oostende";"KRC Genk";1800000;"VERANO";724;204227
"Mohamed Buya Turay";"Dalkurd";"Sint-Truiden";1800000;"VERANO";726;237051
"Mauricio Martínez";"CA Rosario";"Racing Club";1755555;"VERANO";727;226798
"Eric Remedi";"CA Banfield";"Atlanta United";1750000;"VERANO";728;228838
"Anthony Lozano";"FC Barcelona B";"Girona FC";1750000;"INVIERNO";729;205495
"Carles Gil";"Aston Villa";"RC Deportivo";1750000;"VERANO";730;210930
"Renato Steffen";"FC Basel";"VfL Wolfsburg";1750000;"INVIERNO";732;210537
"Luis Reyes";"Atlas";"América";1720000;"VERANO";733;234578
"Saïd Benrahma";"OGC Nice";"Brentford";1700000;"VERANO";735;220621
"Alfredo Donnarumma";"FC Empoli";"Brescia";1700000;"VERANO";736;203668
"Mo Eisa";"Cheltenham Town";"Bristol City";1700000;"VERANO";737;239611
"Jack Hunt";"Sheff Wed";"Bristol City";1700000;"VERANO";738;193900
"Cameron Jerome";"Norwich";"Derby";1700000;"INVIERNO";739;165191
"Aaron Lennon";"Everton";"FC Burnley";1700000;"INVIERNO";741;152747
"Ritsu Doan";"Gamba Osaka";"FC Groningen";1700000;"VERANO";742;232639
"Khaled Narey";"Greuther Fürth";"Hamburgo";1700000;"VERANO";743;225206
"Reece Burke";"West Ham Utd.";"Hull City";1700000;"VERANO";744;221456
"Laurens De Bock";"Club Brugge";"Leeds";1700000;"INVIERNO";745;190572
"Lee Grant";"Stoke City";"Man Utd.";1700000;"VERANO";746;53739
"Ben Marshall";"Wolverhampton";"Norwich";1700000;"VERANO";748;193172
"Quique";"CA Osasuna";"RC Deportivo";1700000;"VERANO";749;189857
"Ben Wilmot";"FC Stevenage";"Watford";1700000;"VERANO";750;238389
"William Tesillo";"Indep. Santa Fe";"León";1670000;"VERANO";752;214169
"Cristian Romero";"Belgrano";"Genoa CFC";1650000;"VERANO";754;232488
"Matus Bero";"Trabzonspor";"Vitesse";1640000;"VERANO";756;235297
"Diego Braghieri";"Lanús";"Atl. Nacional";1600000;"INVIERNO";758;215050
"Rúnar Alex Rúnarsson";"Nordsjælland";"Dijon";1600000;"VERANO";760;222562
"Kenan Kodro";"1.FSV Mainz 05";"FC Copenhague";1600000;"VERANO";761;211068
"Vincent Laurini";"FC Empoli";"Fiorentina";1600000;"VERANO";762;210859
"Juan Cala";"Getafe CF";"HN Jianye";1600000;"INVIERNO";763;186519
"Alejandro Donatti";"Club Tijuana";"Racing Club";1600000;"INVIERNO";764;215162
"Theo Bongonda";"Celta de Vigo";"Zulte Waregem";1600000;"VERANO";766;217877
"Juan Garro";"CD Godoy Cruz";"Huracán";1550000;"VERANO";767;215168
"Benno Schmitz";"RB Leipzig";"1.FC Köln";1500000;"VERANO";770;222692
"Alan Dzabana";"Olymp. Lyon B";"AC Le Havre";1500000;"INVIERNO";771;238341
"Tomás Pina";"Club Brugge";"Alavés";1500000;"VERANO";772;198368
"João Novais";"Rio Ave FC";"Braga";1500000;"VERANO";777;229406
"Recio";"Málaga CF";"CD Leganés";1500000;"VERANO";780;201893
"Mats Rits";"KV Mechelen";"Club Brugge";1500000;"VERANO";781;191627
"Clinton Mata";"RSC Charleroi";"Club Brugge";1500000;"VERANO";783;208364
"Ahmad Benali";"Pescara";"Crotone";1500000;"VERANO";786;203782
"Konstantin Rausch";"1.FC Köln";"Dinamo Moskva";1500000;"INVIERNO";788;186274
"Benito Raman";"Standard Lieja";"F. Düsseldorf";1500000;"VERANO";789;200429
"Fabian Frei";"1.FSV Mainz 05";"FC Basel";1500000;"INVIERNO";790;183346
"Andrea Beghetto";"Genoa CFC";"Frosinone";1500000;"VERANO";794;235328
"Celso Borges";"RC Deportivo";"Göztepe";1500000;"VERANO";795;190799
"Nikolai Baden Frederiksen";"Nordsjaell. U19";"Juventus U19";1500000;"VERANO";796;240019
"Adis Jahovic";"Göztepe";"Konyaspor";1500000;"INVIERNO";797;212107
"Paolo Hurtado";"Vit. Guimarães";"Konyaspor";1500000;"VERANO";798;211124
"João Amaral";"Benfica";"Lech Poznan";1500000;"VERANO";799;234949
"Coke";"FC Schalke 04";"Levante UD";1500000;"VERANO";800;172316
"Rifat Zhemaletdinov";"Rubin Kazan";"Loko Moskva";1500000;"VERANO";801;233290
"Alexander Scholz";"Club Brugge";"Midtjylland";1500000;"VERANO";802;212253
"Moritz Leitner";"FC Augsburg";"Norwich";1500000;"VERANO";803;200857
"Emiliano Buendía";"Getafe CF";"Norwich";1500000;"VERANO";804;226162
"Dennis Srbeny";"SC Paderborn";"Norwich";1500000;"INVIERNO";805;239097
"Jonathan Biabiany";"Inter de Milán";"Parma";1500000;"VERANO";807;184312
"Aziz Behich";"Bursaspor";"PSV Eindhoven";1500000;"VERANO";808;202157
"Fayçal Fajr";"Getafe CF";"SM Caen";1500000;"VERANO";812;205083
"Alfred Gomis";"Torino";"SPAL";1500000;"VERANO";813;201976
"Aleksandr Tashaev";"Dinamo Moskva";"Spartak Moskva";1500000;"VERANO";814;224719
"Konstantinos Laifis";"Olympiacos FC";"Standard Lieja";1500000;"VERANO";815;234774
"David Timor";"Girona FC";"UD Las Palmas";1500000;"VERANO";817;199829
"Érick Torres";"Houston";"UNAM Pumas";1500000;"INVIERNO";819;199569
"Javi Fuego";"Espanyol";"Villarreal CF";1500000;"INVIERNO";820;146460
