"special";"age";"height_cm";"weight_kg";"eur_value";"overall";"potential";"pac";"sho";"pas";"dri";"def";"phy";"international_reputation";"skill_moves";"crossing";"finishing";"heading_accuracy";"short_passing";"volleys";"dribbling";"curve";"free_kick_accuracy";"long_passing";"ball_control";"acceleration";"sprint_speed";"agility";"reactions";"balance";"shot_power";"jumping";"stamina";"strength";"long_shots";"aggression";"interceptions";"positioning";"vision";"penalties";"composure";"marking";"standing_tackle";"sliding_tackle";"gk_diving";"gk_handling";"gk_kicking";"gk_positioning";"gk_reflexes";"coste";"rs";"rw";"rf";"ram";"rcm";"rm";"rdm";"rcb";"rb";"rwb";"st";"lw";"cf";"cam";"cm";"lm";"cdm";"cb";"lb";"lwb";"ls";"lf";"lam";"lcm";"ldm";"lcb";"gk"
1;0,23980937575705;-0,38068027980425;-0,28199751557969;0,374651931584014;0,602891764841884;0,395498288740993;0,322182389194108;0,267091007333463;0,507640183133385;0,447490921524507;0,359335118827978;0,331618143797656;0,297046637212401;0,6138997640455;0,863302925102123;0,708029866672437;0,650228670483604;0,902548312961068;0,762153144571757;0,862015110794487;0,846068263525115;0,805979605688202;0,843896681468083;0,905909269573963;0,650230310573067;0,648325921589501;0,690503161590148;0,586286262485295;0,579591566070037;0,829431475360686;0,313107910433621;0,791568619743033;0,188576671279549;0,832324471289417;0,666957560023472;0,564309488459623;0,814834934603272;0,753399246546941;0,73140934410247;0,801835038529294;0,508002159527331;0,538250835296513;0,510416359867292;-0,672265334926476;-0,669718106285697;-0,667824862814135;-0,666578535911725;-0,671005086949446;NA;0,875768867322375;0,889911444487048;0,888978630555812;0,897975240115541;0,915285159611586;0,897319009764241;0,83821261102018;0,746468318568254;0,828174287921193;0,858769777050254;0,875768867322375;0,889911444487048;0,888978630555812;0,897975240115541;0,915285159611586;0,897319009764241;0,83821261102018;0,746468318568254;0,828174287921193;0,858769777050254;0,875768867322375;0,888978630555812;0,897975240115541;0,915285159611586;0,83821261102018;0,746468318568254;-0,692941284960817
0,23980937575705;1;0,0764365031946692;0,219436331006047;0,0807297826152005;0,460524228417842;-0,224272959380007;-0,134178760046372;0,249043950164399;0,338836686655263;0,180066237419211;0,22605208603782;0,420283886174363;0,238315270123062;-0,0299760346954691;0,136340187254969;0,0666266169088873;0,14487436946056;0,131274574704621;0,134681331100152;0,00567246038050046;0,145679551604997;0,196799342715766;0,186040993336059;0,0835634333274594;-0,152598138928645;-0,142585693974373;-0,0183064006062296;0,461962876158237;-0,0861376801399212;0,151036513384207;0,168540078578532;0,0868370549153866;0,320327485022083;0,150711322372447;0,265589216361863;0,203933446017967;0,080989068616522;0,190141293702791;0,132666206666987;0,323296982480847;0,145717580611289;0,12618354948505;0,108157680624749;0,100712149588846;0,106043716973972;0,102959572916981;0,115699980380354;0,101732392265103;NA;0,0476295638501388;0,0206231636628087;0,0328372038317834;0,0362255311757645;0,0731597825303715;0,0250503789773191;0,104547978098326;0,110043836200841;0,0709023859021376;0,0676197708783462;0,0476295638501388;0,0206231636628087;0,0328372038317834;0,0362255311757645;0,0731597825303715;0,0250503789773191;0,104547978098326;0,110043836200841;0,0709023859021376;0,0676197708783462;0,0476295638501388;0,0328372038317834;0,0362255311757645;0,0731597825303715;0,104547978098326;0,110043836200841;0,0952539355611268
-0,38068027980425;0,0764365031946692;1;0,766899868461381;0,00263132585981373;0,0427225451725693;0,00396943870215578;-0,385722300852029;-0,0717982845410753;-0,191625531576918;-0,300212646995164;0,111445854720373;0,408702471167348;0,042907213851565;-0,443444315020868;-0,489331411049604;-0,364185265347679;0,00734154536433465;-0,368146975934008;-0,351700502832214;-0,498520147062445;-0,437617923972433;-0,393766150481257;-0,3270960383491;-0,41753790634649;-0,540646380238607;-0,465888255966157;-0,623885937159642;-0,0217031890170498;-0,793564484538596;-0,28850714577528;-0,0696210359444133;-0,289698718137983;0,544432966779437;-0,374987979080622;-0,0480318487704548;-0,0456436588551963;-0,431896446371386;-0,36976614071274;-0,339747172606319;-0,19002187945458;-0,0395706013680139;-0,0515460903146803;-0,0674422678410432;0,361556842227834;0,363880762220906;0,359150825610773;0,362403471036434;0,363848436494271;NA;-0,391117553543764;-0,474222295514006;-0,445847290789669;-0,456870709891374;-0,40902301940365;-0,464801111789736;-0,277048862141616;-0,171565626416715;-0,307230994726319;-0,346665706654369;-0,391117553543764;-0,474222295514006;-0,445847290789669;-0,456870709891374;-0,40902301940365;-0,464801111789736;-0,277048862141616;-0,171565626416715;-0,307230994726319;-0,346665706654369;-0,391117553543764;-0,445847290789669;-0,456870709891374;-0,40902301940365;-0,277048862141616;-0,171565626416715;0,368455485347031
-0,28199751557969;0,219436331006047;0,766899868461381;1;0,0369225674142795;0,136610817042348;-0,012879007107202;-0,33183286232246;0,00937868105871075;-0,105757360378467;-0,21198420045042;0,118596341783688;0,485327642247979;0,0832835876135869;-0,391108078277596;-0,406073627151054;-0,297335604567862;0,0201438558519667;-0,311656207111128;-0,275384296911119;-0,43063788687834;-0,355068894810731;-0,306176602444686;-0,269989093844299;-0,35545448675169;-0,481142543456381;-0,416280064552325;-0,548508672038365;0,0729304815981932;-0,678560823307875;-0,204088056763785;-0,0039183223192166;-0,241467620341484;0,61309013399316;-0,287135620808681;0,0175904282932864;-0,0263907662287091;-0,357635275640778;-0,295513134705118;-0,26276929386709;-0,115185577232706;-0,0280726406672217;-0,045617040412243;-0,0612130336376662;0,347257692479741;0,347668092086304;0,344054262899294;0,349390734433799;0,348134895129551;NA;-0,331223658655152;-0,412745452496597;-0,385144395011214;-0,397375611782622;-0,354614074391177;-0,405755489179688;-0,238295740739029;-0,142789608583643;-0,270612519775311;-0,304415776235703;-0,331223658655152;-0,412745452496597;-0,385144395011214;-0,397375611782622;-0,354614074391177;-0,405755489179688;-0,238295740739029;-0,142789608583643;-0,270612519775311;-0,304415776235703;-0,331223658655152;-0,385144395011214;-0,397375611782622;-0,354614074391177;-0,238295740739029;-0,142789608583643;0,34996212616742
0,374651931584014;0,0807297826152005;0,00263132585981373;0,0369225674142795;1;0,624771587019924;0,584200069132824;0,212217342194736;0,325814688854221;0,410173057740177;0,408802407090491;0,119896316843353;0,250853429269465;0,715544846322572;0,230841065425164;0,24592745708477;0,254993377832128;0,187957951782338;0,321943795221744;0,285420542322706;0,266669602663916;0,284118354920188;0,265503321303514;0,297640306882304;0,307934394162296;0,17555350375789;0,180641061077996;0,200143314092066;0,528796039201345;0,10555177158942;0,278971376516553;0,139862162771221;0,211178176925431;0,141355100394889;0,278532857096955;0,187400647265354;0,140123368331685;0,260190233977211;0,342740987631642;0,240445453105459;0,400257661957939;0,0768320795547252;0,10294695177974;0,0832068058154435;-0,0321555659843787;-0,0301948291323342;-0,0349573775772161;-0,0312635079780745;-0,0316759886228077;NA;0,234358850641195;0,233289275751458;0,24073394066522;0,24139344161637;0,241091956526309;0,231062139113776;0,188781814940155;0,144833990693835;0,172498749096992;0,18693804216189;0,234358850641195;0,233289275751458;0,24073394066522;0,24139344161637;0,241091956526309;0,231062139113776;0,188781814940155;0,144833990693835;0,172498749096992;0,18693804216189;0,234358850641195;0,24073394066522;0,24139344161637;0,241091956526309;0,188781814940155;0,144833990693835;-0,0344109988817983
0,602891764841884;0,460524228417842;0,0427225451725693;0,136610817042348;0,624771587019924;1;0,678778436847268;0,258982374867815;0,461622363126105;0,643840992402286;0,587779923297527;0,319159678942688;0,557633637714215;0,526885818724485;0,224850011346977;0,389180642932518;0,320369361017673;0,338943938598698;0,486267261697678;0,378622442769773;0,354884864511784;0,411683751138;0,396201916304985;0,473635882498966;0,450595245147429;0,203532014884597;0,221101223918299;0,263958498544083;0,839135288377946;0,0975116495587705;0,428146214857692;0,272472906534147;0,356162792141637;0,355377454779485;0,411581037116394;0,39881565613809;0,324036461248572;0,347986392742159;0,479114686635538;0,333607267909227;0,6281917708206;0,244006994158547;0,249613001187863;0,218618736219027;-0,0205991209103556;-0,0170685184862294;-0,0248827112262231;-0,0121464585972593;-0,018541243191445;NA;0,332273887436298;0,321960665463861;0,332988870121783;0,336891567649638;0,362060596204065;0,325799142688273;0,335141041831893;0,292207997567758;0,305552545935669;0,318282148803466;0,332273887436298;0,321960665463861;0,332988870121783;0,336891567649638;0,362060596204065;0,325799142688273;0,335141041831893;0,292207997567758;0,305552545935669;0,318282148803466;0,332273887436298;0,332988870121783;0,336891567649638;0,362060596204065;0,335141041831893;0,292207997567758;-0,0321263439056966
0,395498288740993;-0,224272959380007;0,00396943870215578;-0,012879007107202;0,584200069132824;0,678778436847268;1;0,302566175169627;0,295083386533665;0,416311823977957;0,462930428527884;0,156688068963226;0,233841680272915;0,422658402137123;0,21897453233905;0,24971531134567;0,241978488416676;0,205305345206319;0,368036254662688;0,255511278825523;0,313086154655137;0,282435060567274;0,235159460183968;0,325833171729113;0,359492938302889;0,246378647914335;0,25486429529966;0,232577230364985;0,514208631124369;0,13415754451253;0,290128647363781;0,132281309050844;0,219911391047453;0,107200739033482;0,272161457549237;0,185443986962219;0,162630816502154;0,250526232254185;0,338850834106096;0,223639789695881;0,397556160109112;0,123774078959123;0,144273137377576;0,128338834179021;-0,0490542965253079;-0,0489219833661062;-0,0569840472515083;-0,0497507255912716;-0,0488184853551998;NA;0,254235017640759;0,262570581560322;0,267037945315523;0,270380491189664;0,271102673819631;0,262484554836628;0,224885354024044;0,180218056887404;0,213518259369511;0,226745957044295;0,254235017640759;0,262570581560322;0,267037945315523;0,270380491189664;0,271102673819631;0,262484554836628;0,224885354024044;0,180218056887404;0,213518259369511;0,226745957044295;0,254235017640759;0,267037945315523;0,270380491189664;0,271102673819631;0,224885354024044;0,180218056887404;-0,0540336531418856
0,322182389194108;-0,134178760046372;-0,385722300852029;-0,33183286232246;0,212217342194736;0,258982374867815;0,302566175169627;1;0,345504305690491;0,301430957731018;0,567603198650206;-0,237660374008698;-0,090270449168688;0,0849143488577876;0,341780648515769;0,352177935899105;0,334688698977301;-0,0999865728232347;0,176842750662999;0,292997599658967;0,399768217520348;0,311819328818992;0,204854748411489;0,106134283823824;0,281331692458791;0,766224084559667;0,770447306567277;0,603733474383557;0,196677968448728;0,473330440450892;0,213853867410158;0,135377179081833;0,261031385383626;-0,252312982880113;0,278607682283152;-0,0881462942646326;-0,170987605610593;0,362531392782626;0,292332448979173;0,210079702276221;0,151160227610831;-0,197282364808828;-0,190070421341488;-0,175500845681943;-0,0417334084813954;-0,045352869688401;-0,0488109204412635;-0,0450401922803223;-0,043182929949342;NA;0,251501790355858;0,320501094879733;0,289527356050374;0,274907195537408;0,178570340930151;0,299328792575956;0,0117885823665544;-0,0752696854065431;0,0760310116220581;0,117463454539566;0,251501790355858;0,320501094879733;0,289527356050374;0,274907195537408;0,178570340930151;0,299328792575956;0,0117885823665544;-0,0752696854065431;0,0760310116220581;0,117463454539566;0,251501790355858;0,289527356050374;0,274907195537408;0,178570340930151;0,0117885823665544;-0,0752696854065431;-0,0489791584896578
0,267091007333463;0,249043950164399;-0,0717982845410753;0,00937868105871075;0,325814688854221;0,461622363126105;0,295083386533665;0,345504305690491;1;0,649777120470021;0,764194774662099;-0,451156424767322;0,017721775959673;0,279260062669408;0,250141255362677;0,179899627529883;0,581642765194555;-0,151201049898033;0,140199557715428;0,508352845453742;0,2681579454166;0,370646287565428;0,35656613044005;0,109702873738815;0,209165769708829;0,115969648951706;0,100128168884248;0,252171139106488;0,416750749755963;0,113337595492346;0,412140238463674;-0,0618772251511955;-0,0508051548128953;-0,0707133488652561;0,519516102298494;-0,199845408461897;-0,426797232181016;0,406938605205925;0,507944967055681;0,412184129359659;0,233940814174337;-0,518216221025339;-0,499113627932744;-0,523572274837392;0,261957638162031;0,271110692801123;0,26283501113953;0,265338335822695;0,263976637085389;NA;0,162010957108845;0,147077043392874;0,167748216293231;0,142430719083075;0,0300483368548695;0,0981630808634505;-0,248615184070881;-0,374397723100901;-0,278399715426357;-0,219409098268135;0,162010957108845;0,147077043392874;0,167748216293231;0,142430719083075;0,0300483368548695;0,0981630808634505;-0,248615184070881;-0,374397723100901;-0,278399715426357;-0,219409098268135;0,162010957108845;0,167748216293231;0,142430719083075;0,0300483368548695;-0,248615184070881;-0,374397723100901;0,262059726902632
0,507640183133385;0,338836686655263;-0,191625531576918;-0,105757360378467;0,410173057740177;0,643840992402286;0,416311823977957;0,301430957731018;0,649777120470021;1;0,805736520332488;0,0830047539877676;0,145766351057024;0,355844834759506;0,219637128358629;0,487146230238874;0,315934369514627;-0,110804389847992;0,464253850248067;0,365138395105952;0,356679433187306;0,504953545292722;0,506034477529393;0,551167798005848;0,358016166599508;0,151565705593971;0,122983554884353;0,330982726174043;0,583849588554467;0,236404202939973;0,341484938261274;-0,0222527981003314;0,14677560921092;-0,0707200464247828;0,436627198867027;0,083451610661687;0,0812685499891571;0,351243866998938;0,68484317439059;0,280759551633751;0,401924545695527;-0,011699402075791;0,0099936186398562;-0,00380762705766567;0,163650541418695;0,167525155032261;0,179508444252984;0,167057114138208;0,164331110594723;NA;0,176777643822028;0,242249485162737;0,233570928464771;0,259075717122961;0,251165676845739;0,237409283247407;0,114434781974867;-0,0140282809032344;0,0752073713120152;0,118767044229143;0,176777643822028;0,242249485162737;0,233570928464771;0,259075717122961;0,251165676845739;0,237409283247407;0,114434781974867;-0,0140282809032344;0,0752073713120152;0,118767044229143;0,176777643822028;0,233570928464771;0,259075717122961;0,251165676845739;0,114434781974867;-0,0140282809032344;0,159821668076136
